user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
Ads,control,False,Spanish,Spanish,19-24,years,1/18/18,,Facebook,True,
personalization,True,English,English,0-18,years,1/19/18,,Instagram,True,,
Ads,control,False,English,English,24-30,years,1/19/18,,Instagram,True,
personalization,True,English,English,19-24,years,1/20/18,,Email,True,,
Ads,control,False,English,English,30-36,years,1/20/18,,Email,True,
personalization,True,English,English,24-30,years,1/21/18,,Push,True,,
control,False,English,English,36-45,years,1/21/18,,Push,True,,
personalization,True,English,English,19-24,years,1/22/18,,Facebook,True,,
control,False,English,English,45-55,years,1/22/18,,Facebook,True,,
personalization,True,English,English,24-30,years,1/23/18,1/25/18,Instagram,False,,
control,False,English,English,0-18,years,1/23/18,1/25/18,Instagram,False,,
personalization,True,English,English,19-24,years,1/24/18,3/3/18,Facebook,False,,
control,False,English,English,19-24,years,1/24/18,3/3/18,Facebook,False,,
personalization,True,English,English,24-30,years,1/25/18,4/30/18,Instagram,False,,
control,False,English,English,24-30,years,1/25/18,4/30/18,Instagram,False,,
personalization,True,English,English,19-24,years,1/26/18,3/3/18,Email,False,,
Ads,control,False,English,English,30-36,years,1/26/18,3/3/18,Email,False,
personalization,True,English,English,24-30,years,1/27/18,2/24/18,Push,False,,
Ads,control,False,English,English,36-45,years,1/27/18,2/24/18,Push,False,
personalization,True,English,English,19-24,years,1/28/18,2/13/18,Facebook,False,,
Ads,control,False,Spanish,Spanish,45-55,years,1/28/18,2/13/18,Facebook,False,
personalization,True,English,English,24-30,years,1/29/18,2/28/18,Instagram,False,,
control,False,English,English,0-18,years,1/29/18,2/28/18,Instagram,False,,
personalization,True,English,English,0-18,years,1/30/18,5/7/18,Facebook,False,,
control,False,English,English,19-24,years,1/30/18,5/7/18,Facebook,False,,
personalization,True,English,English,19-24,years,1/31/18,4/23/18,Instagram,False,,
control,False,English,English,24-30,years,1/31/18,4/23/18,Instagram,False,,
personalization,True,English,English,24-30,years,1/1/18,,Instagram,True,,
control,False,English,English,30-36,years,1/1/18,,Instagram,True,,
personalization,True,English,English,30-36,years,1/2/18,,Facebook,True,,
control,False,English,English,36-45,years,1/2/18,,Facebook,True,,
personalization,True,English,English,36-45,years,1/3/18,,Instagram,True,,
Ads,control,False,English,English,45-55,years,1/3/18,,Instagram,True,
personalization,False,English,English,45-55,years,1/4/18,,Email,True,,
Ads,control,False,English,English,0-18,years,1/4/18,,Email,True,
personalization,True,English,English,55+,years,1/5/18,,Push,True,,
Ads,control,False,English,English,19-24,years,1/5/18,,Push,True,
personalization,True,English,English,0-18,years,1/6/18,,Facebook,True,,
control,False,English,English,24-30,years,1/6/18,,Facebook,True,,
personalization,True,English,English,19-24,years,1/7/18,,Instagram,True,,
control,False,English,English,30-36,years,1/7/18,,Instagram,True,,
personalization,True,English,English,24-30,years,1/8/18,4/7/18,Facebook,False,,
control,False,English,English,36-45,years,1/8/18,4/7/18,Facebook,False,,
personalization,True,English,English,0-18,years,1/9/18,3/4/18,Instagram,False,,
control,False,English,English,45-55,years,1/9/18,3/4/18,Instagram,False,,
personalization,True,English,English,19-24,years,1/10/18,4/19/18,Instagram,False,,
control,False,English,English,0-18,years,1/10/18,4/19/18,Instagram,False,,
personalization,True,English,English,24-30,years,1/11/18,1/28/18,Facebook,False,,
Ads,control,False,English,English,19-24,years,1/11/18,1/28/18,Facebook,False,
personalization,True,English,English,19-24,years,1/12/18,2/7/18,Instagram,False,,
Ads,control,False,English,English,24-30,years,1/12/18,2/7/18,Instagram,False,
personalization,True,English,English,24-30,years,1/13/18,1/30/18,Email,False,,
Ads,control,False,English,English,30-36,years,1/13/18,1/30/18,Email,False,
personalization,True,English,English,19-24,years,1/14/18,3/15/18,Push,False,,
control,False,English,English,36-45,years,1/14/18,3/15/18,Push,False,,
personalization,True,English,English,24-30,years,1/15/18,1/22/18,Facebook,False,,
control,False,English,English,45-55,years,1/15/18,1/22/18,Facebook,False,,
personalization,True,English,English,19-24,years,1/16/18,2/2/18,Instagram,False,,
control,False,English,English,0-18,years,1/16/18,2/2/18,Instagram,False,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,Spanish,Spanish,55+,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,Spanish,Spanish,55+,years,,,,,
Ads,control,False,Spanish,Spanish,0-18,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
Ads,control,False,Spanish,Spanish,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,Spanish,Spanish,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,Spanish,Spanish,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
Ads,control,False,Spanish,Spanish,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,Spanish,19-24,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
Ads,control,False,Spanish,Spanish,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,Spanish,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,19-24,years,,,,,,
Ads,control,False,English,Spanish,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,0-18,years,,,,,,
control,False,English,English,30-36,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,24-30,years,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,Spanish,30-36,years,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,0-18,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,English,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
Ads,control,False,English,Spanish,55+,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,Spanish,Spanish,24-30,years,,,,,
Ads,control,False,Spanish,Spanish,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,0-18,years,,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,English,36-45,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
control,False,English,English,0-18,years,,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,Spanish,Spanish,0-18,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,English,English,19-24,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,0-18,years,,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
Ads,control,False,English,English,30-36,years,,,,,
Ads,control,False,English,Spanish,36-45,years,,,,,
Ads,control,False,English,English,45-55,years,,,,,
control,False,English,English,0-18,years,,,,,,
control,False,English,English,19-24,years,,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
Ads,control,False,English,English,45-55,years,,,,,
Ads,control,False,English,English,0-18,years,,,,,
Ads,control,False,English,English,19-24,years,,,,,
control,False,English,English,24-30,years,,,,,,
control,False,English,English,30-36,years,,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,0-18,years,,,,,,
Ads,control,False,Spanish,Spanish,19-24,years,,,,,
Ads,control,False,English,English,24-30,years,,,,,
Ads,control,False,English,English,30-36,years,,,,,
control,False,English,English,36-45,years,,,,,,
control,False,English,English,45-55,years,,,,,,
control,False,English,English,0-18,years,,,,,,
